restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website
Trattoria dall'Antonia	riviera Silvio Trentin 8	Mira	30034	ITA	Veneto	€€	Seafood	Housed in a delightful 19C house facing the Naviglio del Brenta, this restaurant has been fully renovated to offer a welcoming space in which fish and seafood reign supreme. Prepared wherever ...	Air conditioning	Mastercard, Visa	+39 041 567 5618	https://www.trattoriadallantonia.it
Un Posto a Milano	via Cuccagna 2	Milan	20135	ITA	Lombardy	€€	Farm to table, Italian Contemporary	Un Posto a Milan is a farmhouse in the city: an ideal place to spend a few hours outdoors, but also an agricultural market, a kitchen serving food, a carpentry workshop and a venue offering a host...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 02 545 7785	https://www.unpostoamilano.it
Malga Panna	strada de Sort 64, località Sorte	Moena	38035	ITA	Trentino-South Tyrol	€€€	Regional Cuisine, Seasonal Cuisine	The story of the Donei family is intertwined with the history of the Alpine farm (“malga”) that was transformed into a restaurant in the 1950s when the parents of the current owner-chef, Paolo, ...	Car park, Great view, Interesting wine list	Amex, Mastercard, Visa	+39 0462 573489	https://www.malgapanna.it/
Gong	corso Concordia 8	Milan	20129	ITA	Lombardy	€€€€	Chinese, Asian Contemporary	East meets West in a harmonious fusion of flavours at this restaurant, which takes its name from the imposing gongs dotted around the modern, elegant dining room. The attentive and thoughtful ...	Air conditioning, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 02 7602 3873	https://www.gongoriental.com/
Nicolin	via Paisiello 4, località Maggianico	Lecco	23900	ITA	Lombardy	€€	Modern Cuisine, Mediterranean Cuisine	Run by the same family for over 30 years, this restaurant has recently been fully renovated. It serves traditional cuisine, as well as some imaginative dishes and a good choice of wine. Alfresco ...	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0341 422122	https://www.ristorantenicolin.it/
Crotto Valtellina	via Fiume 11, località Valle	Malnate	21046	ITA	Lombardy	€€€	Cuisine from Valtellina	With a bar or wine cellar located just inside the entrance, followed by a rustic dining hall, this restaurant serves strictly Valtellinese cuisine. Outdoor service in the summer, in the area below...	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0332 427258	https://www.crottovaltellina.it
Quattro Gigli	piazza Michele da Montopoli 2	Montopoli in Val d'Arno	56020	ITA	Tuscany	€€	Tuscan, Regional Cuisine	This restaurant occupying a 15C palazzo in the centre of a charming village has a warm and welcoming feel. Here, the chef delights his guests with regional meat and fish specialities, which are ...	Garden or park, Terrace	Mastercard, Visa	+39 0571 466878	https://www.quattrogigli.it/
Cantina dei Cacciatori	località Villa Superiore 59	Monteu Roero	12040	ITA	Piedmont	€	Piedmontese, Traditional Cuisine	The original sign painted on this restaurant’s façade hints at a history which dates back over a century. Situated outside the village and surrounded by sweet chestnut trees and tufa rock, what ...	Air conditioning, Car park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0173 90815	https://www.cantinadeicacciatori.com/
Duo Ristorante	via Giuseppe Garibaldi 11	Lecce	73100	ITA	Apulia	€€€	Apulian, Modern Cuisine	This elegant, intimate restaurant with subdued lighting is the perfect choice for a romantic gourmet dinner. The chef offers several different menus, allowing guests to choose their main course ...	Air conditioning, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 0832 520956	https://www.ristoranteduo.it/
Osteria Il Principe e Il Pirata	località Punta Karace 7	Pantelleria	91017	ITA	Sicily	€€	Sicilian, Traditional Cuisine	This restaurant is housed in a typical island house with rustic furniture and a large terrace with sea views. Here, the Casano family look after guests, are responsible for the impressive wine ...	Car park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0923 691108	https://www.principeepirata.it
Ma.Ri.Na.	piazza San Gregorio 11	Olgiate Olona	21057	ITA	Lombardy	€€€€	Seafood	The classic and timelessly elegant Ma.Ri.Na restaurant has been a bastion for fish and seafood enthusiasts for decades. The menu features classic Italian specialities alongside more creative ...	Air conditioning, Car park	Amex, Mastercard, Visa	+39 0331 640463	http://www.ristorante-marina.it
Enrico Bartolini al Mudec	via Tortona 56	Milan	20144	ITA	Lombardy	€€€€	Creative	Enrico Bartolini, who has been awarded more Michelin stars for his restaurants around Italy than any other chef, continues to impress and surprise his guests. Having achieved three stars for this ...	Air conditioning, Car park, Interesting wine list, Wheelchair access	Amex, Mastercard, Visa	+39 02 8429 3701	http://www.enricobartolini.net
Locanda Radici	SP 21, contrada San Vincenzo	Melizzano	82030	ITA	Campania	€€	Modern Cuisine, Campanian	A rustic restaurant with contemporary Mediterranean-style decor surrounded by the greenery of the Sannio region, which can be admired through the large windows. Modern cuisine made from locally ...	Air conditioning, Car park, Garden or park, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0824 944506	https://www.locandaradici.it/
Antica Osteria Il Monte Rosso	via Troubetzkoy 128	Suna	28925	ITA	Piedmont	€€	Country cooking, Classic Cuisine	Situated on the lakeside in the residential district of Verbania, this small, Old England - style restaurant serves a selection of freshwater and saltwater fish specialities. If the weather allows...	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0323 506056	http://www.osteriamonterosso.com
Malga Roncac	strada de Roncac 7	Moena	38035	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Modern Cuisine	An Alpine farmhouse built from wood and stone with a superb panoramic location on the edge of the woods. Traditional Ladin cuisine served in a typical local ambience.	Car park, Garden or park, Great view, Terrace	Mastercard, Visa	+39 334 222 1135	https://www.malgaroncac.it/
Ansitz Steinbock	via Defregger 14	Villandro	39040	ITA	Trentino-South Tyrol	€€€	Creative, Modern Cuisine	Following recent renovation work, this beautiful castle has an even more romantic atmosphere than ever. The restaurant is typical of the Alto Adige, boasting traditional Stube-style rooms that are...	Car park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0472 843111	https://www.ansitzsteinbock.com/it
Trattoria da Fagiolino	via Carega 1	Cutigliano	51024	ITA	Tuscany	€	Tuscan	To get to the dining room at this restaurant you walk past the kitchen, where its stoves are lit and its chefs hard at work. This is the sort of restaurant that you’d love to have as your local, ...	Great view	Amex, Mastercard, Visa	+39 0573 68014	https://www.trattoriadafagiolino.com/
Foresta	strada de la Comunità de Fiem 42	Moena	38035	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Classic Cuisine	Situated in front of a dense fir wood, this restaurant comes as something of a surprise. The dishes are prepared with genuine local ingredients, resulting in food that is full of flavour. Don’t ...	Car park, Interesting wine list	Amex, Mastercard, Visa	+39 0462 573260	http://www.hotelforesta.it
Menzaghi	via San Giovanni 74	Fagnano Olona	21054	ITA	Lombardy	€€	Modern Cuisine	Once you’ve found the car park, make your way to this restaurant’s small, traditional dining room where you will be warmly welcomed by the owner (a real wine enthusiast) and well looked after by ...	Air conditioning	Amex, Mastercard, Visa	+39 0331 361702	https://www.ristorantemenzaghi.it/
La Veranda	piazza San Rocco 5	Moltrasio	22010	ITA	Lombardy	€€	Country cooking	Situated a few metres from the lake in the centre of the village, this welcoming and long-established family restaurant boasts a dining room that transforms into a veranda with outdoor dining in ...	Air conditioning, Great view, Terrace	Amex, Mastercard, Visa	+39 031 290444	https://www.hotel-posta.it/ristorante
Walser Schtuba	località Riale	Ponte	28863	ITA	Piedmont	€€	Country cooking, Modern Cuisine	This delightful Alpine - style restaurant stands in the picturesque upper section of the Val Formazza. The menu features local specialities reinterpreted with a light, modern twist. Outdoor dining...	Terrace, Wheelchair access	Mastercard, Visa	+39 339 366 3330	https://locandawalser.it
Taverna del Capitano	piazza delle Sirene 10/11	Marina del Cantone	80061	ITA	Campania	€€€€	Creative	A series of hairpin bends lead downhill to Marina del Cantone, one of the most beautiful beaches on this stretch of coastline, situated in a romantic bay sheltered by the Tre Pizzi promontory. ...	Air conditioning, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 081 808 1028	https://www.tavernadelcapitano.com/
Il Tempo Nuovo	via Castello 13	Ugento	73059	ITA	Apulia	€€€	Contemporary, Apulian	Now occupied by a charming boutique hotel, the Castello di Ugento is also home to this restaurant where the Puglian chef reinterprets the traditions of Salento in contemporary dishes that feature ...	Air conditioning, Counter dining, Garden or park, Terrace	Amex, Mastercard, Visa	+39 0833 185 0721	https://www.iltemponuovo.com/
uovodiseppia Milano	via Amerigo Vespucci 11	Milan	20124	ITA	Lombardy	€€€	Mediterranean Cuisine, Sicilian	This completely renovated restaurant is situated in a pedestrianised area near Piazza Gae Aulenti, a new elegant restaurant district in Milan. Here, a wood-fired stove, attractive bar counter and ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 375 910 8923	http://www.uovodiseppiamilano.it
Diana's Place	via Volturno 54	Rome	00185	ITA	Lazio	€€	Contemporary	Facing the square in front of Termini station, this wine bar-cum-restaurant is striking for its fresh and creative approach to cuisine. Nearly all the top-quality ingredients are local and can be ...	Air conditioning	Amex, Mastercard, Visa	+39 06 8781 1211	http://www.dianasplace.it
Glam Enrico Bartolini	calle Tron, sestiere Santa Croce 1961	Venice	30135	ITA	Veneto	€€€€	Creative, Contemporary	The discreet, partially hidden entrance to Palazzo Venart opens into what is a rarity in Venice – a small but charming garden with beautiful furniture in what is a genuine orangery. A second ...	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 041 523 5676	https://www.enricobartolini.net/ristorante-glam-venezia
Osteria dei Segreti	via Verdefiore 25	Appignano	62010	ITA	Marche	€€	Cuisine from the Marches, Meats and Grills	Situated amid hills in a secluded and panoramic location, this farmhouse offers guestrooms, a spa and a restaurant, where meat (often cooked over the grill) takes pride of place on the menu, ...	Air conditioning, Car park, Garden or park, Great view, Terrace	Amex, Mastercard, Visa	+39 0733 57685	https://www.osteriadeisegreti.com/
Bites	via Lambro 11	Milan	20129	ITA	Lombardy	€€€	International, Small eats	The cuisine at this tiny, simply furnished restaurant includes barbecued dishes and fermented ingredients, all of which feature on a tasting menu. Guests can also choose à la carte: the small ...	Air conditioning, Counter dining	Amex, Mastercard, Visa	+39 351 866 8452	http://www.bitesmilano.net
Essencia Restaurant	piazza Santa Maria la Nova 9	Naples	80134	ITA	Campania	€€€	Mediterranean Cuisine, Fusion	Having spent many years living in Spain, the young chef at this quiet, elegant restaurant offers an appealing combination of Spanish and Italian dishes, resulting in his own interesting ...	Air conditioning	Amex, Mastercard, Visa	+39 081 1822 9709	httpss://essenciarestaurant.eatbu.com
Osteria di Passignano	via Passignano 33	Passignano	50028	ITA	Tuscany	€€€€	Country cooking, Modern Cuisine	Part of the Antinori estate, this restaurant has an elegant feel despite describing itself as an “osteria” (a more informal inn). It occupies an old site next to the old Badia di Passignano abbey ...	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 055 807 1278	http://www.osteriadipassignano.com/
Vivace	vicolo Rizzardo 2	Brescia	25121	ITA	Lombardy	€€	Contemporary, Seasonal Cuisine	Situated right in the heart of Brescia, this new 4.0 restaurant with geothermic heating and technologically controlled energy serves contemporary-style cuisine in a modern bistro with a “wine ...	Air conditioning, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 030 728 5150	https://vivacebrescia.it/
Cuculia	via dei Serragli 3r	Florence	50124	ITA	Tuscany	€€€	Contemporary, Creative	This beautiful restaurant with a smart and elegant decor has the feel of a stylish French bistro with a small library-style dining room displaying books on cookery and other subjects. Chef Oliver ...	Air conditioning, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 055 277 6205	https://www.cuculia.it
La Bucaccia	via Ghibellina 17	Cortona	52044	ITA	Tuscany	€	Tuscan	One of the best places to discover Tuscan cuisine, and that of Arezzo in particular, this restaurant serves exquisite dishes full of flavour. Just a few tables are laid out along the main street ...	Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0575 606039	https://www.labucaccia.it/
Bolle	via Provinciale 30	Lallio	24040	ITA	Lombardy	€€€	Italian Contemporary	We are in the Agnelli showroom, a well-known manufacturer of cookware for professional kitchens. The modern shop is located on the ground floor, while the first floor hosts the restaurant with its...	Air conditioning, Car park, Wheelchair access	Amex, Mastercard, Visa	+39 035 090 0208	http://www.bollerestaurant.com
I Portici	via dell'Indipendenza 69	Bologna	40121	ITA	Emilia-Romagna	€€€€	Creative, Contemporary	Occupying the atmospheric setting of the Eden theatre, a former late-19C musical café, this restaurant adorned with beautiful Liberty-style frescoes is the perfect backdrop for elegant, ...	Air conditioning, Interesting wine list, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 051 421 8562	https://www.iporticihotel.com/
Maso Runch-Hof	via Runch 11	Pedraces	39036	ITA	Trentino-South Tyrol	€€	Regional Cuisine, South Tyrolean	Surrounded by woods, a trip to this restaurant housed in an 18C farmhouse is like taking a journey back in time. Take a seat in one of the wood-adorned Stube-style rooms and enjoy generous ...	Car park	Amex, Mastercard, Visa	+39 0471 839796	https://www.masorunch.it/it/
Bacchus	via degli Astronauti 2	Olbia	07026	ITA	Sardinia	€€	Sardinian	Ideal for visitors to Olbia, this modern, fresh and young restaurant serves typical regional specialities alongside more imaginative fish dishes. In fine weather, ask for a table on the lovely ...	Air conditioning, Car park, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0789 651010	https://www.bacchusristorante.it/
Al Bagatto	via Cadorna 7	Trieste	34124	ITA	Friuli-Venezia Giulia	€€€	Seafood, Modern Cuisine	A small, elegant restaurant in the city centre decorated in warm colours. Two private rooms (one very intimate, just for two people, the other slightly larger) are also available. Fish - based ...	Air conditioning	Mastercard, Visa	+39 040 301771	https://www.albagatto.it/
Impronta	via Pisani Dossi 28	Albairate	20080	ITA	Lombardy	€€	Mediterranean Cuisine, Contemporary	Occupying the site of a restaurant that was highly successful in the 1980s and 90s, Impronta is home to a young local chef who showcases skills acquired in a leading Michelin-starred restaurant in...	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 02 9143 9075	http://ristoranteimprontaalbairate.it
Dei Cantoni	via Santa Maria 19	Longiano	47020	ITA	Emilia-Romagna	€€	Cuisine from Romagna	Situated in a picturesque historic hamlet with a castle once inhabited by the Malatesta dynasty, this restaurant boasts a charming traditional dining room. The delicious cuisine is the star of the...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0547 665899	https://ristorantedeicantoni.it/
John Restaurant-Casamadre	via Santa Maria la Nova 35	Afragola	80021	ITA	Campania	€€€	Creative	Follow the signs to Casamadre (the specialist food shop next door) to get to this gourmet restaurant, where the chef surprises guests with modern cuisine that is full of character. The dishes ...	Air conditioning, Car park, Interesting wine list, Wheelchair access	Mastercard, Visa	+39 340 364 2194	http://johnrestaurant.it
Agorà	via Rossini 178	Rende	87036	ITA	Calabria	€€	Seafood, Contemporary	Michele Rizzo is the owner-chef of this interesting restaurant situated in a modern part of Rende. His menu focuses mainly on fish (although a few meat dishes are also available) which he prepares...	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 347 912 9377	https://www.agorarende.com
Pashà	via Morgantini 2	Conversano	70014	ITA	Apulia	€€€€	Apulian, Modern Cuisine	This restaurant is housed in one of the most important historic buildings in the town – the Seminario Vescovile (Bishop’s Seminary). The austere, majestic exterior contrasts with the contemporary ...	Air conditioning, Garden or park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 080 495 1079	https://www.ristorantepasha.com/it/
Vitis	vicolo del Duomo 3	Brixen	39042	ITA	Trentino-South Tyrol	€€€	Regional Cuisine, Contemporary	A modern wine bar in the centre of Bressanone (Brixen), situated in the same building as the delightful family restaurant, the Oste Scuro. Here, small armchairs, benches and stools are dotted ...	Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0472 835343	https://www.adlerbressanone.com/enoteca-vitis
Burjè 1968	str. Burje 11	Corvara in Badia	39033	ITA	Trentino-South Tyrol	€€€	Contemporary	Ambitious Italian cuisine including some dishes inspired by French traditions, all creatively prepared with the occasional use of more exotic ingredients. If you’re having problems choosing from ...	Interesting wine list, Wheelchair access	Mastercard, Visa	+39 0471 836043	http://www.burje1968.it
Dispensa Franciacorta	via Principe Umberto 23	Torbiato	25030	ITA	Lombardy	€€	Country cooking, Contemporary	An informal restaurant with bottles of wine from the enoteca on the walls adding a charming touch. The menu features delicious traditional dishes made from top-quality Franciacorta ingredients, ...	Air conditioning, Car park, Restaurant offering vegetarian menus, Wheelchair access	Amex, Mastercard, Visa	+39 030 745 0757	https://www.dispensafranciacorta.com
Osteria Expanificio	piazza Sinatra 16	Agrigento	92100	ITA	Sicily	€	Sicilian, Traditional Cuisine	Situated in the historic centre between the Pirandello theatre and the belvedere, this former bakery has been transformed into a modern, welcoming restaurant, with models of bread and rolls on the...	Terrace	Amex, Mastercard, Visa	+39 0922 595399	http://www.osteriaexpanificio.it
Marsupino 1901	via Roma Serra 20	Briaglia	12080	ITA	Piedmont	€€€	Piedmontese	The Marsupino family has been running this trattoria enthusiastically and warmly since 1901. The chef's suggestion pays homage to the territory in accordance with tradition and the wine cellar, ...	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0174 563888	https://www.trattoriamarsupino.it/
Ai Burattini	via Madaschi 45	Adrara San Martino	24060	ITA	Lombardy	€€	Country cooking	This restaurant just a few kilometres from Lake Iseo is one of the best addresses in the region for local cuisine, featuring fish from the lake and local meat dishes. One meal here is not enough ...	Air conditioning, Terrace	Mastercard, Visa	+39 035 933433	https://www.aiburattini.it
Terra The Magic Place	località Prati 21	Sarentino	39058	ITA	Trentino-South Tyrol	€€€€	Creative, Regional Cuisine	At the end of the long uphill road through the woods, there is Terra, a magical place in a fairy-tale landscape, where you can enjoy a romantic and refined atmosphere combining the tradition of ...	Car park, Garden or park, Interesting wine list	Amex, Mastercard, Visa	+39 0471 623055	https://www.terra.place/
Namo Ristobottega	via Giovan Battista Marzi 1	Tarquinia	01016	ITA	Lazio	€€	Seasonal Cuisine, Farm to table	This simple, tiny restaurant stands just outside the walls of Tarquinia, barely a kilometre from the splendid necropolis of Monterozzi (UNESCO World Heritage Site). The female owner-chef pays ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0766 731637	http://www.namoristobottega.it
Dama Restaurant	Fondamenta Savorgnan 461, Cannaregio	Venice	30121	ITA	Veneto	€€€	Creative	The cuisine served at this restaurant comes from a deep knowledge of the region, is inspired by tradition and yet constantly evolving. At Dama , guests will find creative cuisine with an equal ...	Air conditioning	Amex, Mastercard, Visa	+39 041 098 6297	http://www.damavenice.com
Regallo	via Tollegno 4	Biella	13900	ITA	Piedmont	€€€	Seafood	Situated slightly on the outskirts, this contemporary-style restaurant occupies the unusual setting of an old factory. Here, picture windows in the dining room overlook the stream below, with the ...	Air conditioning, Car park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 015 370 1523	https://www.ristoranteregallo.com/
Rosso di Sera	via Pietro Nenni 2	Castelletto sopra Ticino	28053	ITA	Piedmont	€€	Modern Cuisine, Contemporary	Situated closed to the motorway exit, this restaurant’s rustic exterior belies its young, colourful and contemporary interior. The dishes are as modern as the decor, yet they have their roots in ...	Air conditioning, Interesting wine list, Terrace, Wheelchair access	Mastercard, Visa	+39 338 815 6754	https://www.osteriarossodisera.it/
aede dining & wines	via Federico Cesi 22	Rome	00193	ITA	Lazio	€€	European Contemporary	A small gem of a restaurant with a contemporary minimalist-style decor. The highly creative and technically modern cuisine has the same Nordic style as the dining room, influenced by the chef’s ...	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 06 8897 4793	https://aederestaurant.com/
Elephant	via Rio Bianco 4	Brixen	39042	ITA	Trentino-South Tyrol	€€€	Classic Cuisine, Regional Cuisine	Situated in the famous Elephant hotel (with which it shares a name), this restaurant has a unique, historic ambience thanks to its decor of antique wood panelling. The cuisine here is regional ...	Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0472 832750	https://www.hotelelephant.com/it/ristorante/tradizionale/
Magnolia	via Pelliciano 35, loc. Montilgallo	Longiano	47020	ITA	Emilia-Romagna	€€€€	Creative, Contemporary	Situated in the elegant Relais Villa Margherita, an 18C villa converted into a stylish residence with just six guestrooms, verdant grounds and a swimming pool, Magnolia occupies a contemporary, ...	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0547 81598	https://www.magnoliaristorante.it/
Il Riccio	via Gradola 4/11	Anacapri	80071	ITA	Campania	€€€€	Seafood	Situated just a few metres from the Blue Grotto and perched right above the water, Il Riccio is the quintessential Mediterranean fine-dining restaurant thanks to its tasteful and elegant decor. ...	Great view, Terrace	Amex, Mastercard, Visa	+39 081 837 1380	https://www.jumeirah.com/it/dine/italy/il-riccio
Poldo e Gianna Osteria	vicolo Rosini 6/7	Rome	00186	ITA	Lazio	€	Roman, Traditional Cuisine	This cheerful and attractive contemporary restaurant near the Parliament building serves traditional Roman cuisine made from interesting seasonal ingredients. There’s a pleasant outdoor space (...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 06 689 3499	http://www.poldoegianna.it
Il Tartufo	via Guido Rossa 13	Revere	46036	ITA	Lombardy	€€	Country cooking, Traditional Cuisine	Housed in a small villa in the residential area of the village, this intimate and secluded restaurant serves delicious cuisine with distinctly regional roots. In season, locally sourced truffles ...	Air conditioning, Terrace	Amex, Mastercard, Visa	+39 0386 846076	https://www.ristoranteiltartufo.com/
A' Paranza	via Traversa Dragone 1	Atrani	84010	ITA	Campania	€€	Seafood, Regional Cuisine	For more than 30 years, this restaurant run by the Proto brothers has been a popular choice for visitors to the beautiful Atrani valley. Simple cuisine served in a simple and informal setting (...	Air conditioning	Amex, Mastercard, Visa	+39 089 871840	https://www.ristoranteparanza.com/
La Rei Natura by Michelangelo Mammoliti	via Roddino 21	Serralunga d'Alba	12050	ITA	Piedmont	€€€€	Creative, Contemporary	At this restaurant, the young yet already experienced Piedmontese chef (who also has Calabrian origins) offers three tasting menus. Dishes are also available à la carte style on two of these – “ ...	Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0173 613042	https://www.ilboscaretoresort.it/ristorante/
Federico II	via Duomo 30	Termoli	86039	ITA	Molise	€€	Seafood	A quiet restaurant right in the historic centre, just a stone’s throw from the cathedral. The young owner prepares creative dishes from the fresh fish and seafood that he purchases on a daily ...	Air conditioning, Terrace	Mastercard, Visa	+39 0875 85414	
Osteria Frangipane	via Maraldo da Trani 5	Trani	76125	ITA	Apulia	€€	Seafood	This osteria on the edge of the historic centre is run by two young brothers who have one clear aim – to serve local fish dishes which are both delicious and imaginative. Pleasantly informal ...	Air conditioning	Amex, Mastercard, Visa	+39 0883 585763	https://osteriafrangipane.it/
Osteria la Lanterna	via Finali 1, frazione Cressogno	Valsolda	22010	ITA	Lombardy	€€	Country cooking, Traditional Cuisine	Situated on the road leading to Lugano in Switzerland, this charming restaurant with elegant furnishings and a rustic decor boasts bright dining rooms and a pleasant terrace for summer dining. The...	Terrace	Mastercard, Visa	+39 0344 69014	https://www.osterialalanterna.it
Quartopiano	via Chiabrera 34/c	Rimini	47924	ITA	Emilia-Romagna	€€	Creative, Seafood	Perhaps because of its out - of - the - way location in a business district where you would never normally expect to find a restaurant, this restaurant has made every effort to become one of the ...	Air conditioning, Car park, Interesting wine list, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0541 393238	https://www.quartopianoristorante.com/
Villa De Winckels	via Sorio 30, località Marcemigo	Tregnago	37039	ITA	Veneto	€€	Venetian, Classic Cuisine	This 16C villa, a period residence with many intimate dining rooms, boasts a picture-postcard setting. The cuisine is typical of the Veneto region, with dishes such as home-made pasta (with or ...	Car park, Garden or park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 045 650 0133	https://villadewinckels.it/
Da Politano	via Santuario 125	Boves	12012	ITA	Piedmont	€€	Country cooking, Contemporary	At the kitchen in this restaurant, father-and-son team Claudio and Luca (the latter with experience in numerous renowned restaurants) reinterpret local traditions in their enticing, generous and ...	Air conditioning, Terrace	Mastercard, Visa	+39 0171 380383	http://www.hotelpolitano.it
Osteria del Borro	località Borro 52	San Giustino Valdarno	52024	ITA	Tuscany	€€€	Tuscan, Contemporary	Decorated in soft colours, the elegant gourmet restaurant on the first floor (lift available) serves classic regional dishes reinterpreted with a contemporary flavour and hint of modernity. At the...	Air conditioning, Car park, Garden or park, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 055 977 2333	https://www.osteriadelborro.it/
Baia del Silenzio	via Cappellini 9	Sestri Levante	16039	ITA	Liguria	€€€	Italian Contemporary, Ligurian	In a beautiful position inside the bay, the restaurant serves dishes with a contemporary twist that enhance the local products and the good ingredients. The offer is divided between the bistrot ...	Air conditioning, Great view, Restaurant offering vegetarian menus, Terrace	Amex, Mastercard, Visa	+39 0185 480855	https://www.miramaresestrilevante.com/it/ristorante-baia-del-silenzio
Nuova Roma	via Olivetta 87	Sasso Marconi	40037	ITA	Emilia-Romagna	€	Emilian, Traditional Cuisine	A friendly and long-established family-run restaurant on the road between Calderino and Sasso Marconi, which serves generous portions of traditional, regional cuisine with a contemporary flavour. ...	Air conditioning, Car park, Garden or park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 051 676 0140	https://www.ristorantenuovaroma.it/
Patauner	via Bolzano 6	Settequerce	39018	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Traditional Cuisine	Despite its simple appearance, this restaurant on the side of the road dates from the 17C and has been run by the same family for the past century. Today, the third and fourth generations work ...	Car park, Terrace	Mastercard, Visa	+39 0471 918502	https://www.restaurant-patauner.net
Trattoria del Pesce	via Folco Portinari 27	Rome	00151	ITA	Lazio	€€	Seafood, Italian	A good selection of fresh and raw fish dishes served in a welcoming, vaguely bistro-style restaurant with young and competent staff. Parking can be difficult, but your patience is definitely ...	Air conditioning	Amex, Mastercard, Visa	+39 349 335 2560	https://www.trattoriadelpesce.it/wp/
Il Ridotto	campo S.S. Filippo e Giacomo, sestiere Castello 4509	Venice	30122	ITA	Veneto	€€€	Creative	Both father and son are in the kitchen at this simple yet elegant small restaurant, serving up imaginative dishes that focus not only on local recipes and ingredients but also on gastronomic ...	Air conditioning	Amex, Mastercard, Visa	+39 041 520 8280	https://www.ilridotto.com/it/
Ristorante Da Anita - Chalet Prà delle Nasse	via Cavallazza 24, località Prà delle Nasse	San Martino di Castrozza	38054	ITA	Trentino-South Tyrol	€€	Regional Cuisine, Alpine	This family-run restaurant is surrounded by views of the Dolomites that are particularly impressive from the outdoor terrace in summer. A historic culinary stalwart among San Martino di Castrozza ...	Car park, Terrace	Amex, Mastercard, Visa	+39 0439 768893	https://www.ristorante-da-anita.com/ristorante-da-anita-p14.html
Contraste	via Giuseppe Meda 2	Milan	20136	ITA	Lombardy	€€€€	Modern Cuisine, Innovative	When you make a reservation at this restaurant, you’re invited to choose between two tasting menus which are described in inspirational terms rather than in detail. The surprise continues at your ...	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 02 4953 6597	https://contrastemilano.it/
Le Logge del Vignola	via delle Erbe 6	Montepulciano	53045	ITA	Tuscany	€€	Tuscan	This small establishment is a good spot in the old town centre. Its tables are a bit cramped but they have smart table settings and well - prepared, regional ingredients are served.	Air conditioning, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0578 717290	https://www.leloggedelvignola.com
